Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Document ChEMBL ID,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Properties,Action Type
CHEMBL2177528,,None,214.31,0,2.4,11o,Cc1ccc(C2=CC3CNCC(C2)C3)cn1,%max,=',112,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177543,,None,258.37,0,2.88,11c,CC(C)Oc1cncc(C2=CC3CNCC(C2)C3)c1,%max,=',54,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177537,,None,200.29,0,2.09,(+)-11a,C1=C(c2cccnc2)C[C@@H]2CNC[C@H]1C2,%max,=',131,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177528,,None,214.31,0,2.4,11o,Cc1ccc(C2=CC3CNCC(C2)C3)cn1,%max,=',107,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177527,,None,244.34,0,2.45,12n,COc1ccc(C2=CC3CC(C2)CN(C)C3)cn1,%max,=',91,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177545,,None,292.38,0,3.89,11d,C1=C(c2cncc(Oc3ccccc3)c2)CC2CNCC1C2,%max,=',52,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177544,,None,272.39,0,3.22,12c,CC(C)Oc1cncc(C2=CC3CC(C2)CN(C)C3)c1,%max,=',1,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177543,,None,258.37,0,2.88,11c,CC(C)Oc1cncc(C2=CC3CNCC(C2)C3)c1,%max,=',75,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177529,,None,276.38,0,3.76,11p,C1=C(c2ccc(-c3ccccc3)nc2)CC2CNCC1C2,%max,=',18,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177516,,None,235.72,0,2.14,34,Clc1ccc(C2=CC3CNCC(C2)C3)nn1,%max,=',160,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177521,,None,225.3,0,1.97,11r,N#Cc1ccncc1C1=CC2CNCC(C1)C2,%max,=',27,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177535,,None,225.3,0,1.97,(-)-11i,N#Cc1cncc(C2=C[C@@H]3CNC[C@H](C2)C3)c1,%max,=',89,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177523,,None,232.3,0,2.58,12l,CN1CC2C=C(c3ccc(F)nc3)CC(C2)C1,%max,=',9.4,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177532,,None,276.38,0,3.76,11k,C1=C(c2cncc(-c3ccccc3)c2)CC2CNCC1C2,%max,=',5.3,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177541,,None,230.31,0,2.1,11b,COc1cncc(C2=CC3CNCC(C2)C3)c1,%max,=',100,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177538,,None,200.29,0,2.09,(-)-11a,C1=C(c2cccnc2)C[C@H]2CNC[C@@H]1C2,%max,=',129,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177540,,None,214.31,0,2.44,(-)-12a,CN1C[C@H]2C=C(c3cccnc3)C[C@H](C2)C1,%max,=',19,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177539,,None,214.31,0,2.44,(+)-12a,CN1C[C@@H]2C=C(c3cccnc3)C[C@@H](C2)C1,%max,=',53,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177553,,None,218.28,0,2.23,(-)-11g,Fc1cncc(C2=C[C@@H]3CNC[C@H](C2)C3)c1,%max,=',120,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177543,,None,258.37,0,2.88,11c,CC(C)Oc1cncc(C2=CC3CNCC(C2)C3)c1,%max,=',11,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187465,Agonist activity at human alpha4beta2 nAChR expressed in human SH-EP1 cells by whole cell voltage clamp based electrophysiology method relative to 1 mM acetylcholine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177540,,None,214.31,0,2.44,(-)-12a,CN1C[C@H]2C=C(c3cccnc3)C[C@H](C2)C1,%max,=',19,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187465,Agonist activity at human alpha4beta2 nAChR expressed in human SH-EP1 cells by whole cell voltage clamp based electrophysiology method relative to 1 mM acetylcholine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177524,,None,234.73,0,2.75,11m,Clc1ccc(C2=CC3CNCC(C2)C3)cn1,%max,=',98,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177523,,None,232.3,0,2.58,12l,CN1CC2C=C(c3ccc(F)nc3)CC(C2)C1,%max,=',22,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177552,,None,218.28,0,2.23,(+)-11g,Fc1cncc(C2=C[C@H]3CNC[C@@H](C2)C3)c1,%max,=',119,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177522,,None,218.28,0,2.23,11l,Fc1ccc(C2=CC3CNCC(C2)C3)cn1,%max,=',136,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177545,,None,292.38,0,3.89,11d,C1=C(c2cncc(Oc3ccccc3)c2)CC2CNCC1C2,%max,=',30,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177530,,None,234.73,0,2.75,11q,Clc1ccncc1C1=CC2CNCC(C1)C2,%max,=',46,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177552,,None,218.28,0,2.23,(+)-11g,Fc1cncc(C2=C[C@H]3CNC[C@@H](C2)C3)c1,%max,=',100,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177546,,None,306.41,0,4.23,12d,CN1CC2C=C(c3cncc(Oc4ccccc4)c3)CC(C2)C1,%max,=',42,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177544,,None,272.39,0,3.22,12c,CC(C)Oc1cncc(C2=CC3CC(C2)CN(C)C3)c1,%max,=',3.3,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177540,,None,214.31,0,2.44,(-)-12a,CN1C[C@H]2C=C(c3cccnc3)C[C@H](C2)C1,%max,=',11,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177545,,None,292.38,0,3.89,11d,C1=C(c2cncc(Oc3ccccc3)c2)CC2CNCC1C2,%max,=',9,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187465,Agonist activity at human alpha4beta2 nAChR expressed in human SH-EP1 cells by whole cell voltage clamp based electrophysiology method relative to 1 mM acetylcholine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177518,,None,201.27,0,1.49,32,C1=C(c2cncnc2)CC2CNCC1C2,%max,=',145,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187469,Agonist activity at human alpha4beta2 nAChR low sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177521,,None,225.3,0,1.97,11r,N#Cc1ccncc1C1=CC2CNCC(C1)C2,%max,=',55,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177539,,None,214.31,0,2.44,(+)-12a,CN1C[C@@H]2C=C(c3cccnc3)C[C@@H](C2)C1,%max,=',18,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187465,Agonist activity at human alpha4beta2 nAChR expressed in human SH-EP1 cells by whole cell voltage clamp based electrophysiology method relative to 1 mM acetylcholine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177538,,None,200.29,0,2.09,(-)-11a,C1=C(c2cccnc2)C[C@H]2CNC[C@@H]1C2,%max,=',40,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187465,Agonist activity at human alpha4beta2 nAChR expressed in human SH-EP1 cells by whole cell voltage clamp based electrophysiology method relative to 1 mM acetylcholine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177518,,None,201.27,0,1.49,32,C1=C(c2cncnc2)CC2CNCC1C2,%max,=',116,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL2177553,,None,218.28,0,2.23,(-)-11g,Fc1cncc(C2=C[C@@H]3CNC[C@H](C2)C3)c1,%max,=',112,%,,,,UO_0000187,,,,,0,CHEMBL2176949,CHEMBL2187471,Agonist activity at human alpha4beta2 nAChR high sensitivity form expressed in human SH-EP1 cells assessed as increase in calcium flux by FLIPR relative to 10 uM nicotine,F,BAO_0000219,cell-based format,Homo sapiens,None,None,SH-EP1,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,None,,
CHEMBL4095303,,None,220.27,0,1.32,"(S,R)-9",CN1CCC[C@H]1[C@@H]1COc2ncccc2O1,%max,=',24.2,%,,,,UO_0000187,,,,,0,CHEMBL4041514,CHEMBL4042377,Partial agonist activity at human alpha4beta2 nAChR expressed in GH4CL cells by whole-cell patch clamp method relative to acetylcholine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Eur J Med Chem,None,,
CHEMBL193016,,None,182.22,0,0.19,AR-R17779,O=C1NC[C@@]2(CN3CCC2CC3)O1,Activation,=',1,%,,,,UO_0000187,,,,,0,CHEMBL1147510,CHEMBL755321,Activation responses to that evoked by ACh at human Nicotinic acetylcholine receptor alpha4-beta2 expressed in xenopus oocytes at 300 uM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Oocyte,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem Lett,CHEMBL3308859,,
CHEMBL193016,,None,182.22,0,0.19,AR-R17779,O=C1NC[C@@]2(CN3CCC2CC3)O1,Activation,=',2,%,,,,UO_0000187,,,,,0,CHEMBL1147510,CHEMBL755320,Activation responses to that evoked by ACh at human Nicotinic acetylcholine receptor alpha4-beta2,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem Lett,None,,
CHEMBL667,ACETYLCHOLINE,4,146.21,0,0.26,Acetylcholine,CC(=O)OCC[N+](C)(C)C,Activation,=',100,%,,,,UO_0000187,,,,,0,CHEMBL1147513,CHEMBL755319,Activation of the high- and low affinity components evoked by 3 mM ACh in the HEK293 cells stably expressing Nicotinic acetylcholine receptor alpha4-beta2,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,Bioorg Med Chem Lett,CHEMBL3307715,,
CHEMBL606668,,None,247.3,0,1.95,22,CCOC(=O)N1C2CC[C@@H]1CC2c1ccnnc1,Activity,>',100,uM,,,,UO_0000064,,,,,0,CHEMBL1134463,CHEMBL756008,Agonistic activity against rat Nicotinic acetylcholine receptor alpha4-beta2 expressed in Xenopus oocytes,F,BAO_0000219,cell-based format,Rattus norvegicus,None,None,Oocyte,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,CHEMBL3308859,,
CHEMBL154406,,None,311.23,0,3.12,19,FC(F)(F)c1cc(C2CC3CCC2N3)c(C(F)(F)F)nn1,Activity,,,,,,Not Active,,,,,,0,CHEMBL1134463,CHEMBL756009,Agonistic activity against rat Nicotinic acetylcholine receptor alpha4-beta2 expressed in Xenopus oocytes; NA=inactive,F,BAO_0000219,cell-based format,Rattus norvegicus,None,None,Oocyte,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,CHEMBL3308859,,
CHEMBL151515,,None,462.41,0,1.85,(-)-nicotine bitartrate,CN1CCC[C@H]1c1cccnc1.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,Activity,=',0.1,uM,,,,UO_0000064,,,,,0,CHEMBL1134463,CHEMBL756008,Agonistic activity against rat Nicotinic acetylcholine receptor alpha4-beta2 expressed in Xenopus oocytes,F,BAO_0000219,cell-based format,Rattus norvegicus,None,None,Oocyte,None,,,,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Homo sapiens,PROTEIN COMPLEX,1,Scientific Literature,J Med Chem,CHEMBL3308859,,
